state,year,month,day,date,wday,births
OR,1987,2,5,1987-02-05,Thurs,104
PA,1987,2,5,1987-02-05,Thurs,449
RI,1987,2,5,1987-02-05,Thurs,41
SC,1987,2,5,1987-02-05,Thurs,137
SD,1987,2,5,1987-02-05,Thurs,28
TN,1987,2,5,1987-02-05,Thurs,223
TX,1987,2,5,1987-02-05,Thurs,899
UT,1987,2,5,1987-02-05,Thurs,103
VA,1987,2,5,1987-02-05,Thurs,236
VT,1987,2,5,1987-02-05,Thurs,12
WA,1987,2,5,1987-02-05,Thurs,198
WI,1987,2,5,1987-02-05,Thurs,213
WV,1987,2,5,1987-02-05,Thurs,58
WY,1987,2,5,1987-02-05,Thurs,15
AK,1987,2,6,1987-02-06,Fri,39
AL,1987,2,6,1987-02-06,Fri,162
AR,1987,2,6,1987-02-06,Fri,100
AZ,1987,2,6,1987-02-06,Fri,176
CA,1987,2,6,1987-02-06,Fri,1382
CO,1987,2,6,1987-02-06,Fri,160
CT,1987,2,6,1987-02-06,Fri,133
DC,1987,2,6,1987-02-06,Fri,64
DE,1987,2,6,1987-02-06,Fri,28
FL,1987,2,6,1987-02-06,Fri,459
GA,1987,2,6,1987-02-06,Fri,299
HI,1987,2,6,1987-02-06,Fri,54
IA,1987,2,6,1987-02-06,Fri,111
ID,1987,2,6,1987-02-06,Fri,40
IL,1987,2,6,1987-02-06,Fri,513
IN,1987,2,6,1987-02-06,Fri,221
KS,1987,2,6,1987-02-06,Fri,106
KY,1987,2,6,1987-02-06,Fri,164
LA,1987,2,6,1987-02-06,Fri,217
MA,1987,2,6,1987-02-06,Fri,211
MD,1987,2,6,1987-02-06,Fri,192
ME,1987,2,6,1987-02-06,Fri,51
MI,1987,2,6,1987-02-06,Fri,376
MN,1987,2,6,1987-02-06,Fri,199
MO,1987,2,6,1987-02-06,Fri,231
MS,1987,2,6,1987-02-06,Fri,131
MT,1987,2,6,1987-02-06,Fri,32
NC,1987,2,6,1987-02-06,Fri,241
ND,1987,2,6,1987-02-06,Fri,37
NE,1987,2,6,1987-02-06,Fri,62
NH,1987,2,6,1987-02-06,Fri,49
NJ,1987,2,6,1987-02-06,Fri,318
NM,1987,2,6,1987-02-06,Fri,74
NV,1987,2,6,1987-02-06,Fri,42
NY,1987,2,6,1987-02-06,Fri,750
OH,1987,2,6,1987-02-06,Fri,440
OK,1987,2,6,1987-02-06,Fri,137
OR,1987,2,6,1987-02-06,Fri,96
PA,1987,2,6,1987-02-06,Fri,456
RI,1987,2,6,1987-02-06,Fri,49
SC,1987,2,6,1987-02-06,Fri,139
SD,1987,2,6,1987-02-06,Fri,29
TN,1987,2,6,1987-02-06,Fri,208
TX,1987,2,6,1987-02-06,Fri,806
UT,1987,2,6,1987-02-06,Fri,81
VA,1987,2,6,1987-02-06,Fri,243
VT,1987,2,6,1987-02-06,Fri,22
WA,1987,2,6,1987-02-06,Fri,182
WI,1987,2,6,1987-02-06,Fri,200
WV,1987,2,6,1987-02-06,Fri,77
WY,1987,2,6,1987-02-06,Fri,22
AK,1987,2,7,1987-02-07,Sat,22
AL,1987,2,7,1987-02-07,Sat,147
AR,1987,2,7,1987-02-07,Sat,64
AZ,1987,2,7,1987-02-07,Sat,153
CA,1987,2,7,1987-02-07,Sat,1177
CO,1987,2,7,1987-02-07,Sat,109
CT,1987,2,7,1987-02-07,Sat,106
DC,1987,2,7,1987-02-07,Sat,58
DE,1987,2,7,1987-02-07,Sat,24
FL,1987,2,7,1987-02-07,Sat,432
GA,1987,2,7,1987-02-07,Sat,238
HI,1987,2,7,1987-02-07,Sat,44
IA,1987,2,7,1987-02-07,Sat,88
ID,1987,2,7,1987-02-07,Sat,47
IL,1987,2,7,1987-02-07,Sat,436
IN,1987,2,7,1987-02-07,Sat,181
KS,1987,2,7,1987-02-07,Sat,80
KY,1987,2,7,1987-02-07,Sat,140
LA,1987,2,7,1987-02-07,Sat,176
MA,1987,2,7,1987-02-07,Sat,176
MD,1987,2,7,1987-02-07,Sat,142
ME,1987,2,7,1987-02-07,Sat,27
MI,1987,2,7,1987-02-07,Sat,318
MN,1987,2,7,1987-02-07,Sat,159
MO,1987,2,7,1987-02-07,Sat,175
MS,1987,2,7,1987-02-07,Sat,94
MT,1987,2,7,1987-02-07,Sat,19
NC,1987,2,7,1987-02-07,Sat,229
ND,1987,2,7,1987-02-07,Sat,32
NE,1987,2,7,1987-02-07,Sat,60
NH,1987,2,7,1987-02-07,Sat,37
NJ,1987,2,7,1987-02-07,Sat,258
NM,1987,2,7,1987-02-07,Sat,67
NV,1987,2,7,1987-02-07,Sat,37
NY,1987,2,7,1987-02-07,Sat,571
OH,1987,2,7,1987-02-07,Sat,377
OK,1987,2,7,1987-02-07,Sat,85
OR,1987,2,7,1987-02-07,Sat,69
PA,1987,2,7,1987-02-07,Sat,379
RI,1987,2,7,1987-02-07,Sat,34
SC,1987,2,7,1987-02-07,Sat,113
SD,1987,2,7,1987-02-07,Sat,16
TN,1987,2,7,1987-02-07,Sat,170
TX,1987,2,7,1987-02-07,Sat,659
UT,1987,2,7,1987-02-07,Sat,85
VA,1987,2,7,1987-02-07,Sat,187
VT,1987,2,7,1987-02-07,Sat,25
WA,1987,2,7,1987-02-07,Sat,154
WI,1987,2,7,1987-02-07,Sat,183
WV,1987,2,7,1987-02-07,Sat,55
WY,1987,2,7,1987-02-07,Sat,21
AK,1987,2,8,1987-02-08,Sun,27
AL,1987,2,8,1987-02-08,Sun,130
AR,1987,2,8,1987-02-08,Sun,64
AZ,1987,2,8,1987-02-08,Sun,127
CA,1987,2,8,1987-02-08,Sun,1067
CO,1987,2,8,1987-02-08,Sun,115
CT,1987,2,8,1987-02-08,Sun,101
DC,1987,2,8,1987-02-08,Sun,47
DE,1987,2,8,1987-02-08,Sun,20
FL,1987,2,8,1987-02-08,Sun,418
GA,1987,2,8,1987-02-08,Sun,217
HI,1987,2,8,1987-02-08,Sun,37
IA,1987,2,8,1987-02-08,Sun,82
ID,1987,2,8,1987-02-08,Sun,18
IL,1987,2,8,1987-02-08,Sun,421
IN,1987,2,8,1987-02-08,Sun,172
KS,1987,2,8,1987-02-08,Sun,81
KY,1987,2,8,1987-02-08,Sun,94
LA,1987,2,8,1987-02-08,Sun,186
MA,1987,2,8,1987-02-08,Sun,187
MD,1987,2,8,1987-02-08,Sun,136
ME,1987,2,8,1987-02-08,Sun,29
MI,1987,2,8,1987-02-08,Sun,304
MN,1987,2,8,1987-02-08,Sun,133
MO,1987,2,8,1987-02-08,Sun,156
MS,1987,2,8,1987-02-08,Sun,96
MT,1987,2,8,1987-02-08,Sun,29
NC,1987,2,8,1987-02-08,Sun,221
ND,1987,2,8,1987-02-08,Sun,24
NE,1987,2,8,1987-02-08,Sun,52
NH,1987,2,8,1987-02-08,Sun,32
NJ,1987,2,8,1987-02-08,Sun,203
NM,1987,2,8,1987-02-08,Sun,80
NV,1987,2,8,1987-02-08,Sun,31
NY,1987,2,8,1987-02-08,Sun,605
OH,1987,2,8,1987-02-08,Sun,371
OK,1987,2,8,1987-02-08,Sun,90
OR,1987,2,8,1987-02-08,Sun,84
PA,1987,2,8,1987-02-08,Sun,373
RI,1987,2,8,1987-02-08,Sun,23
SC,1987,2,8,1987-02-08,Sun,128
SD,1987,2,8,1987-02-08,Sun,27
TN,1987,2,8,1987-02-08,Sun,172
TX,1987,2,8,1987-02-08,Sun,643
UT,1987,2,8,1987-02-08,Sun,65
VA,1987,2,8,1987-02-08,Sun,174
VT,1987,2,8,1987-02-08,Sun,15
WA,1987,2,8,1987-02-08,Sun,157
WI,1987,2,8,1987-02-08,Sun,160
WV,1987,2,8,1987-02-08,Sun,38
WY,1987,2,8,1987-02-08,Sun,16
AK,1987,2,9,1987-02-09,Mon,28
AL,1987,2,9,1987-02-09,Mon,163
AR,1987,2,9,1987-02-09,Mon,106
AZ,1987,2,9,1987-02-09,Mon,170
CA,1987,2,9,1987-02-09,Mon,1321
CO,1987,2,9,1987-02-09,Mon,146
CT,1987,2,9,1987-02-09,Mon,122
DC,1987,2,9,1987-02-09,Mon,48
DE,1987,2,9,1987-02-09,Mon,27
FL,1987,2,9,1987-02-09,Mon,472
GA,1987,2,9,1987-02-09,Mon,287
HI,1987,2,9,1987-02-09,Mon,50
IA,1987,2,9,1987-02-09,Mon,97
ID,1987,2,9,1987-02-09,Mon,49
IL,1987,2,9,1987-02-09,Mon,462
IN,1987,2,9,1987-02-09,Mon,228
KS,1987,2,9,1987-02-09,Mon,97
KY,1987,2,9,1987-02-09,Mon,128
LA,1987,2,9,1987-02-09,Mon,211
MA,1987,2,9,1987-02-09,Mon,254
MD,1987,2,9,1987-02-09,Mon,197
ME,1987,2,9,1987-02-09,Mon,35
MI,1987,2,9,1987-02-09,Mon,368
MN,1987,2,9,1987-02-09,Mon,166
MO,1987,2,9,1987-02-09,Mon,214
MS,1987,2,9,1987-02-09,Mon,100
MT,1987,2,9,1987-02-09,Mon,29
NC,1987,2,9,1987-02-09,Mon,269
ND,1987,2,9,1987-02-09,Mon,35
NE,1987,2,9,1987-02-09,Mon,73
NH,1987,2,9,1987-02-09,Mon,47
NJ,1987,2,9,1987-02-09,Mon,333
NM,1987,2,9,1987-02-09,Mon,77
NV,1987,2,9,1987-02-09,Mon,38
NY,1987,2,9,1987-02-09,Mon,788
OH,1987,2,9,1987-02-09,Mon,430
OK,1987,2,9,1987-02-09,Mon,149
OR,1987,2,9,1987-02-09,Mon,90
PA,1987,2,9,1987-02-09,Mon,441
RI,1987,2,9,1987-02-09,Mon,41
SC,1987,2,9,1987-02-09,Mon,146
SD,1987,2,9,1987-02-09,Mon,22
TN,1987,2,9,1987-02-09,Mon,203
TX,1987,2,9,1987-02-09,Mon,859
UT,1987,2,9,1987-02-09,Mon,88
VA,1987,2,9,1987-02-09,Mon,223
VT,1987,2,9,1987-02-09,Mon,25
WA,1987,2,9,1987-02-09,Mon,198
WI,1987,2,9,1987-02-09,Mon,180
WV,1987,2,9,1987-02-09,Mon,64
WY,1987,2,9,1987-02-09,Mon,20
AK,1987,2,10,1987-02-10,Tues,37
AL,1987,2,10,1987-02-10,Tues,168
AR,1987,2,10,1987-02-10,Tues,113
AZ,1987,2,10,1987-02-10,Tues,188
CA,1987,2,10,1987-02-10,Tues,1489
CO,1987,2,10,1987-02-10,Tues,183
CT,1987,2,10,1987-02-10,Tues,125
DC,1987,2,10,1987-02-10,Tues,55
DE,1987,2,10,1987-02-10,Tues,23
FL,1987,2,10,1987-02-10,Tues,508
GA,1987,2,10,1987-02-10,Tues,330
HI,1987,2,10,1987-02-10,Tues,54
IA,1987,2,10,1987-02-10,Tues,107
ID,1987,2,10,1987-02-10,Tues,54
IL,1987,2,10,1987-02-10,Tues,473
IN,1987,2,10,1987-02-10,Tues,225
KS,1987,2,10,1987-02-10,Tues,106
KY,1987,2,10,1987-02-10,Tues,150
LA,1987,2,10,1987-02-10,Tues,219
MA,1987,2,10,1987-02-10,Tues,231
MD,1987,2,10,1987-02-10,Tues,190
ME,1987,2,10,1987-02-10,Tues,43
MI,1987,2,10,1987-02-10,Tues,353
MN,1987,2,10,1987-02-10,Tues,199
MO,1987,2,10,1987-02-10,Tues,217
MS,1987,2,10,1987-02-10,Tues,125
MT,1987,2,10,1987-02-10,Tues,47
NC,1987,2,10,1987-02-10,Tues,256
ND,1987,2,10,1987-02-10,Tues,31
NE,1987,2,10,1987-02-10,Tues,73
NH,1987,2,10,1987-02-10,Tues,36
NJ,1987,2,10,1987-02-10,Tues,284
NM,1987,2,10,1987-02-10,Tues,83
NV,1987,2,10,1987-02-10,Tues,47
NY,1987,2,10,1987-02-10,Tues,770
OH,1987,2,10,1987-02-10,Tues,470
OK,1987,2,10,1987-02-10,Tues,130
OR,1987,2,10,1987-02-10,Tues,92
PA,1987,2,10,1987-02-10,Tues,431
RI,1987,2,10,1987-02-10,Tues,39
SC,1987,2,10,1987-02-10,Tues,166
SD,1987,2,10,1987-02-10,Tues,37
TN,1987,2,10,1987-02-10,Tues,208
TX,1987,2,10,1987-02-10,Tues,906
UT,1987,2,10,1987-02-10,Tues,104
VA,1987,2,10,1987-02-10,Tues,263
VT,1987,2,10,1987-02-10,Tues,23
WA,1987,2,10,1987-02-10,Tues,223
WI,1987,2,10,1987-02-10,Tues,193
WV,1987,2,10,1987-02-10,Tues,75
WY,1987,2,10,1987-02-10,Tues,24
AK,1987,2,11,1987-02-11,Wed,33
AL,1987,2,11,1987-02-11,Wed,176
AR,1987,2,11,1987-02-11,Wed,104
AZ,1987,2,11,1987-02-11,Wed,175
CA,1987,2,11,1987-02-11,Wed,1339
CO,1987,2,11,1987-02-11,Wed,156
CT,1987,2,11,1987-02-11,Wed,119
DC,1987,2,11,1987-02-11,Wed,58
DE,1987,2,11,1987-02-11,Wed,16
FL,1987,2,11,1987-02-11,Wed,458
GA,1987,2,11,1987-02-11,Wed,298
HI,1987,2,11,1987-02-11,Wed,43
IA,1987,2,11,1987-02-11,Wed,104
ID,1987,2,11,1987-02-11,Wed,41
IL,1987,2,11,1987-02-11,Wed,473
IN,1987,2,11,1987-02-11,Wed,203
KS,1987,2,11,1987-02-11,Wed,110
KY,1987,2,11,1987-02-11,Wed,149
LA,1987,2,11,1987-02-11,Wed,214
MA,1987,2,11,1987-02-11,Wed,213
MD,1987,2,11,1987-02-11,Wed,191
ME,1987,2,11,1987-02-11,Wed,40
MI,1987,2,11,1987-02-11,Wed,377
MN,1987,2,11,1987-02-11,Wed,171
MO,1987,2,11,1987-02-11,Wed,212
MS,1987,2,11,1987-02-11,Wed,126
MT,1987,2,11,1987-02-11,Wed,36
NC,1987,2,11,1987-02-11,Wed,257
ND,1987,2,11,1987-02-11,Wed,34
NE,1987,2,11,1987-02-11,Wed,67
NH,1987,2,11,1987-02-11,Wed,52
NJ,1987,2,11,1987-02-11,Wed,330
NM,1987,2,11,1987-02-11,Wed,81
NV,1987,2,11,1987-02-11,Wed,41
NY,1987,2,11,1987-02-11,Wed,766
OH,1987,2,11,1987-02-11,Wed,480
OK,1987,2,11,1987-02-11,Wed,148
OR,1987,2,11,1987-02-11,Wed,117
PA,1987,2,11,1987-02-11,Wed,445
RI,1987,2,11,1987-02-11,Wed,33
SC,1987,2,11,1987-02-11,Wed,145
SD,1987,2,11,1987-02-11,Wed,29
TN,1987,2,11,1987-02-11,Wed,244
TX,1987,2,11,1987-02-11,Wed,865
UT,1987,2,11,1987-02-11,Wed,94
VA,1987,2,11,1987-02-11,Wed,232
VT,1987,2,11,1987-02-11,Wed,21
WA,1987,2,11,1987-02-11,Wed,217
WI,1987,2,11,1987-02-11,Wed,214
WV,1987,2,11,1987-02-11,Wed,84
WY,1987,2,11,1987-02-11,Wed,18
AK,1987,2,12,1987-02-12,Thurs,46
AL,1987,2,12,1987-02-12,Thurs,184
AR,1987,2,12,1987-02-12,Thurs,89
AZ,1987,2,12,1987-02-12,Thurs,203
CA,1987,2,12,1987-02-12,Thurs,1381
CO,1987,2,12,1987-02-12,Thurs,150
CT,1987,2,12,1987-02-12,Thurs,131
DC,1987,2,12,1987-02-12,Thurs,70
DE,1987,2,12,1987-02-12,Thurs,27
FL,1987,2,12,1987-02-12,Thurs,484
GA,1987,2,12,1987-02-12,Thurs,297
HI,1987,2,12,1987-02-12,Thurs,48
IA,1987,2,12,1987-02-12,Thurs,110
ID,1987,2,12,1987-02-12,Thurs,27
IL,1987,2,12,1987-02-12,Thurs,507
IN,1987,2,12,1987-02-12,Thurs,202
KS,1987,2,12,1987-02-12,Thurs,101
KY,1987,2,12,1987-02-12,Thurs,123
LA,1987,2,12,1987-02-12,Thurs,215
MA,1987,2,12,1987-02-12,Thurs,227
MD,1987,2,12,1987-02-12,Thurs,209
ME,1987,2,12,1987-02-12,Thurs,58
MI,1987,2,12,1987-02-12,Thurs,399
MN,1987,2,12,1987-02-12,Thurs,193
MO,1987,2,12,1987-02-12,Thurs,231
MS,1987,2,12,1987-02-12,Thurs,107
MT,1987,2,12,1987-02-12,Thurs,37
NC,1987,2,12,1987-02-12,Thurs,288
ND,1987,2,12,1987-02-12,Thurs,37
NE,1987,2,12,1987-02-12,Thurs,79
NH,1987,2,12,1987-02-12,Thurs,61
NJ,1987,2,12,1987-02-12,Thurs,322
NM,1987,2,12,1987-02-12,Thurs,70
NV,1987,2,12,1987-02-12,Thurs,41
NY,1987,2,12,1987-02-12,Thurs,791
OH,1987,2,12,1987-02-12,Thurs,452
OK,1987,2,12,1987-02-12,Thurs,130
OR,1987,2,12,1987-02-12,Thurs,110
PA,1987,2,12,1987-02-12,Thurs,501
RI,1987,2,12,1987-02-12,Thurs,43
SC,1987,2,12,1987-02-12,Thurs,128
SD,1987,2,12,1987-02-12,Thurs,29
TN,1987,2,12,1987-02-12,Thurs,230
TX,1987,2,12,1987-02-12,Thurs,918
UT,1987,2,12,1987-02-12,Thurs,101
VA,1987,2,12,1987-02-12,Thurs,272
VT,1987,2,12,1987-02-12,Thurs,22
WA,1987,2,12,1987-02-12,Thurs,188
WI,1987,2,12,1987-02-12,Thurs,221
WV,1987,2,12,1987-02-12,Thurs,81
WY,1987,2,12,1987-02-12,Thurs,15
AK,1987,2,13,1987-02-13,Fri,28
AL,1987,2,13,1987-02-13,Fri,179
AR,1987,2,13,1987-02-13,Fri,90
AZ,1987,2,13,1987-02-13,Fri,169
CA,1987,2,13,1987-02-13,Fri,1274
CO,1987,2,13,1987-02-13,Fri,148
CT,1987,2,13,1987-02-13,Fri,109
DC,1987,2,13,1987-02-13,Fri,56
DE,1987,2,13,1987-02-13,Fri,27
FL,1987,2,13,1987-02-13,Fri,494
GA,1987,2,13,1987-02-13,Fri,268
HI,1987,2,13,1987-02-13,Fri,58
IA,1987,2,13,1987-02-13,Fri,96
ID,1987,2,13,1987-02-13,Fri,52
IL,1987,2,13,1987-02-13,Fri,461
IN,1987,2,13,1987-02-13,Fri,184
KS,1987,2,13,1987-02-13,Fri,99
KY,1987,2,13,1987-02-13,Fri,159
LA,1987,2,13,1987-02-13,Fri,212
MA,1987,2,13,1987-02-13,Fri,240
MD,1987,2,13,1987-02-13,Fri,193
ME,1987,2,13,1987-02-13,Fri,39
MI,1987,2,13,1987-02-13,Fri,401
MN,1987,2,13,1987-02-13,Fri,151
MO,1987,2,13,1987-02-13,Fri,212
MS,1987,2,13,1987-02-13,Fri,111
MT,1987,2,13,1987-02-13,Fri,28
NC,1987,2,13,1987-02-13,Fri,268
ND,1987,2,13,1987-02-13,Fri,33
NE,1987,2,13,1987-02-13,Fri,85
NH,1987,2,13,1987-02-13,Fri,39
NJ,1987,2,13,1987-02-13,Fri,299
NM,1987,2,13,1987-02-13,Fri,72
NV,1987,2,13,1987-02-13,Fri,42
NY,1987,2,13,1987-02-13,Fri,733
OH,1987,2,13,1987-02-13,Fri,452
OK,1987,2,13,1987-02-13,Fri,137
OR,1987,2,13,1987-02-13,Fri,105
PA,1987,2,13,1987-02-13,Fri,400
RI,1987,2,13,1987-02-13,Fri,47
SC,1987,2,13,1987-02-13,Fri,122
SD,1987,2,13,1987-02-13,Fri,35
TN,1987,2,13,1987-02-13,Fri,210
TX,1987,2,13,1987-02-13,Fri,812
UT,1987,2,13,1987-02-13,Fri,87
VA,1987,2,13,1987-02-13,Fri,244
VT,1987,2,13,1987-02-13,Fri,22
WA,1987,2,13,1987-02-13,Fri,172
WI,1987,2,13,1987-02-13,Fri,213
WV,1987,2,13,1987-02-13,Fri,65
WY,1987,2,13,1987-02-13,Fri,24
AK,1987,2,14,1987-02-14,Sat,21
AL,1987,2,14,1987-02-14,Sat,114
AR,1987,2,14,1987-02-14,Sat,68
AZ,1987,2,14,1987-02-14,Sat,141
CA,1987,2,14,1987-02-14,Sat,1243
CO,1987,2,14,1987-02-14,Sat,156
CT,1987,2,14,1987-02-14,Sat,84
DC,1987,2,14,1987-02-14,Sat,52
DE,1987,2,14,1987-02-14,Sat,20
FL,1987,2,14,1987-02-14,Sat,433
GA,1987,2,14,1987-02-14,Sat,246
HI,1987,2,14,1987-02-14,Sat,45
IA,1987,2,14,1987-02-14,Sat,83
ID,1987,2,14,1987-02-14,Sat,52
IL,1987,2,14,1987-02-14,Sat,478
IN,1987,2,14,1987-02-14,Sat,215
KS,1987,2,14,1987-02-14,Sat,76
KY,1987,2,14,1987-02-14,Sat,127
LA,1987,2,14,1987-02-14,Sat,168
MA,1987,2,14,1987-02-14,Sat,190
MD,1987,2,14,1987-02-14,Sat,167
ME,1987,2,14,1987-02-14,Sat,31
MI,1987,2,14,1987-02-14,Sat,333
MN,1987,2,14,1987-02-14,Sat,163
MO,1987,2,14,1987-02-14,Sat,173
MS,1987,2,14,1987-02-14,Sat,103
MT,1987,2,14,1987-02-14,Sat,38
NC,1987,2,14,1987-02-14,Sat,242
ND,1987,2,14,1987-02-14,Sat,29
NE,1987,2,14,1987-02-14,Sat,57
NH,1987,2,14,1987-02-14,Sat,31
NJ,1987,2,14,1987-02-14,Sat,275
NM,1987,2,14,1987-02-14,Sat,72
NV,1987,2,14,1987-02-14,Sat,42
NY,1987,2,14,1987-02-14,Sat,668
OH,1987,2,14,1987-02-14,Sat,391
OK,1987,2,14,1987-02-14,Sat,122
OR,1987,2,14,1987-02-14,Sat,84
PA,1987,2,14,1987-02-14,Sat,386
RI,1987,2,14,1987-02-14,Sat,42
SC,1987,2,14,1987-02-14,Sat,115
SD,1987,2,14,1987-02-14,Sat,30
TN,1987,2,14,1987-02-14,Sat,178
TX,1987,2,14,1987-02-14,Sat,718
UT,1987,2,14,1987-02-14,Sat,104
VA,1987,2,14,1987-02-14,Sat,220
VT,1987,2,14,1987-02-14,Sat,25
WA,1987,2,14,1987-02-14,Sat,179
WI,1987,2,14,1987-02-14,Sat,146
WV,1987,2,14,1987-02-14,Sat,49
WY,1987,2,14,1987-02-14,Sat,20
AK,1987,2,15,1987-02-15,Sun,31
AL,1987,2,15,1987-02-15,Sun,128
AR,1987,2,15,1987-02-15,Sun,62
AZ,1987,2,15,1987-02-15,Sun,148
CA,1987,2,15,1987-02-15,Sun,1093
CO,1987,2,15,1987-02-15,Sun,113
CT,1987,2,15,1987-02-15,Sun,114
DC,1987,2,15,1987-02-15,Sun,53
DE,1987,2,15,1987-02-15,Sun,20
FL,1987,2,15,1987-02-15,Sun,385
GA,1987,2,15,1987-02-15,Sun,225
HI,1987,2,15,1987-02-15,Sun,38
IA,1987,2,15,1987-02-15,Sun,81
ID,1987,2,15,1987-02-15,Sun,28
IL,1987,2,15,1987-02-15,Sun,393
IN,1987,2,15,1987-02-15,Sun,179
KS,1987,2,15,1987-02-15,Sun,81
KY,1987,2,15,1987-02-15,Sun,101
LA,1987,2,15,1987-02-15,Sun,181
MA,1987,2,15,1987-02-15,Sun,191
MD,1987,2,15,1987-02-15,Sun,144
ME,1987,2,15,1987-02-15,Sun,42
MI,1987,2,15,1987-02-15,Sun,297
MN,1987,2,15,1987-02-15,Sun,132
MO,1987,2,15,1987-02-15,Sun,179
MS,1987,2,15,1987-02-15,Sun,84
MT,1987,2,15,1987-02-15,Sun,23
NC,1987,2,15,1987-02-15,Sun,223
ND,1987,2,15,1987-02-15,Sun,23
NE,1987,2,15,1987-02-15,Sun,56
NH,1987,2,15,1987-02-15,Sun,37
NJ,1987,2,15,1987-02-15,Sun,252
NM,1987,2,15,1987-02-15,Sun,60
NV,1987,2,15,1987-02-15,Sun,45
NY,1987,2,15,1987-02-15,Sun,598
OH,1987,2,15,1987-02-15,Sun,340
OK,1987,2,15,1987-02-15,Sun,109
OR,1987,2,15,1987-02-15,Sun,85
PA,1987,2,15,1987-02-15,Sun,376
RI,1987,2,15,1987-02-15,Sun,34
SC,1987,2,15,1987-02-15,Sun,138
SD,1987,2,15,1987-02-15,Sun,27
TN,1987,2,15,1987-02-15,Sun,142
TX,1987,2,15,1987-02-15,Sun,669
UT,1987,2,15,1987-02-15,Sun,60
VA,1987,2,15,1987-02-15,Sun,175
VT,1987,2,15,1987-02-15,Sun,12
WA,1987,2,15,1987-02-15,Sun,152
WI,1987,2,15,1987-02-15,Sun,159
WV,1987,2,15,1987-02-15,Sun,55
WY,1987,2,15,1987-02-15,Sun,11
AK,1987,2,16,1987-02-16,Mon,31
AL,1987,2,16,1987-02-16,Mon,172
AR,1987,2,16,1987-02-16,Mon,93
AZ,1987,2,16,1987-02-16,Mon,165
CA,1987,2,16,1987-02-16,Mon,1250
CO,1987,2,16,1987-02-16,Mon,139
CT,1987,2,16,1987-02-16,Mon,115
DC,1987,2,16,1987-02-16,Mon,58
DE,1987,2,16,1987-02-16,Mon,29
FL,1987,2,16,1987-02-16,Mon,471
GA,1987,2,16,1987-02-16,Mon,306
HI,1987,2,16,1987-02-16,Mon,52
IA,1987,2,16,1987-02-16,Mon,124
ID,1987,2,16,1987-02-16,Mon,36
IL,1987,2,16,1987-02-16,Mon,504
IN,1987,2,16,1987-02-16,Mon,220
KS,1987,2,16,1987-02-16,Mon,119
KY,1987,2,16,1987-02-16,Mon,122
LA,1987,2,16,1987-02-16,Mon,195
MA,1987,2,16,1987-02-16,Mon,199
MD,1987,2,16,1987-02-16,Mon,193
ME,1987,2,16,1987-02-16,Mon,39
MI,1987,2,16,1987-02-16,Mon,388
MN,1987,2,16,1987-02-16,Mon,198
MO,1987,2,16,1987-02-16,Mon,216
MS,1987,2,16,1987-02-16,Mon,123
MT,1987,2,16,1987-02-16,Mon,32
NC,1987,2,16,1987-02-16,Mon,259
ND,1987,2,16,1987-02-16,Mon,38
NE,1987,2,16,1987-02-16,Mon,75
NH,1987,2,16,1987-02-16,Mon,44
NJ,1987,2,16,1987-02-16,Mon,295
NM,1987,2,16,1987-02-16,Mon,76
NV,1987,2,16,1987-02-16,Mon,33
NY,1987,2,16,1987-02-16,Mon,661
OH,1987,2,16,1987-02-16,Mon,462
OK,1987,2,16,1987-02-16,Mon,147
OR,1987,2,16,1987-02-16,Mon,100
PA,1987,2,16,1987-02-16,Mon,421
RI,1987,2,16,1987-02-16,Mon,30
SC,1987,2,16,1987-02-16,Mon,156
SD,1987,2,16,1987-02-16,Mon,42
TN,1987,2,16,1987-02-16,Mon,206
TX,1987,2,16,1987-02-16,Mon,841
UT,1987,2,16,1987-02-16,Mon,86
VA,1987,2,16,1987-02-16,Mon,244
VT,1987,2,16,1987-02-16,Mon,14
WA,1987,2,16,1987-02-16,Mon,177
WI,1987,2,16,1987-02-16,Mon,196
WV,1987,2,16,1987-02-16,Mon,49
WY,1987,2,16,1987-02-16,Mon,22
AK,1987,2,17,1987-02-17,Tues,40
AL,1987,2,17,1987-02-17,Tues,180
AR,1987,2,17,1987-02-17,Tues,120
AZ,1987,2,17,1987-02-17,Tues,185
CA,1987,2,17,1987-02-17,Tues,1398
CO,1987,2,17,1987-02-17,Tues,157
CT,1987,2,17,1987-02-17,Tues,127
DC,1987,2,17,1987-02-17,Tues,60
DE,1987,2,17,1987-02-17,Tues,28
FL,1987,2,17,1987-02-17,Tues,517
GA,1987,2,17,1987-02-17,Tues,286
HI,1987,2,17,1987-02-17,Tues,50
IA,1987,2,17,1987-02-17,Tues,106
ID,1987,2,17,1987-02-17,Tues,44
IL,1987,2,17,1987-02-17,Tues,549
IN,1987,2,17,1987-02-17,Tues,218
KS,1987,2,17,1987-02-17,Tues,101
KY,1987,2,17,1987-02-17,Tues,146
LA,1987,2,17,1987-02-17,Tues,227
MA,1987,2,17,1987-02-17,Tues,248
MD,1987,2,17,1987-02-17,Tues,190
ME,1987,2,17,1987-02-17,Tues,39
MI,1987,2,17,1987-02-17,Tues,389
MN,1987,2,17,1987-02-17,Tues,209
MO,1987,2,17,1987-02-17,Tues,217
MS,1987,2,17,1987-02-17,Tues,120
MT,1987,2,17,1987-02-17,Tues,43
NC,1987,2,17,1987-02-17,Tues,239
